Tweet Text,Username,Likes,Retweets,Views,Status ID,Datetime
"Tadi habis ngobrol soal kekurangannya guru bahasa asing disini padahal lulusannya banyak banget. Apalagi bahasa inggris, sangat membludak tapi sayangnya, bahkan di beberapa sekolah masih pakai guru yang basicnya bukan pendidikan bahasa, untuk ngajar bahasa.",@ofSereanities,,,35,1856292627366457368,2024-11-12T07:58:10.000Z
"Kalau dibandingkan dengan beberapa negara lain gaji guru di Indonesia mungkin nggak seberapa. Tapi sekarang pelan-pelan udah ada pemerataan kok. Adanya PPG juga membantu banget, memberi kesempatan anak muda agar honorer nggak menumpuk. Banyak pembukaan PPPK juga.",@jia_jijul,,,112,1856312885447930092,2024-11-12T07:58:10.000Z
"The curriculum is important, but if you do research first, you'll definitely find out that many kids in Indonesia can't read or write, let alone reach an acceptable level. At least 70% are still struggling.",@hveseung,,,21,1856309779628752945,2024-11-12T07:58:10.000Z
"Indonesia memiliki 3.277 universitas pada tahun 2023 lalu. Indonesia negara dengan jumlah universitas terbanyak kedua di dunia setelah India dengan total 5.349 universitas.

Banyak lulusan SLTA pilih kuliah dari pada nganggur, banyak sarjana pengangguran diterima jadi dosen.",@Azhar_k18,1,1,77,1856139329565012313,2024-11-12T07:58:10.000Z
"

Fight me. Tapi kompetensi lulus SD itu cukup dengan mampu:

Membaca lancar
Menulis lancar
Menghitung dasar lancar
Pengetahuan IPAS dasar
Etika/kepribadian baik
Kemampuan analisis/kritis dasar

Itu saja, gak usah ditambahin macem2. Tambah hancur nanti pendidikan Indonesia.",@rizkysilalahi,4,1,153,1856267696410898531,2024-11-12T07:58:10.000Z
"Sekadar berkongsi sistem pendidikan di sekolah antarabangsa:

1. Satu kelas 20 orang.
2. Satu kelas ada seorang cikgu, seorang pembantu dlm satu masa. Jadi masa cikgu mengajar, ada pembantu yg tolong pelajar di belakang.
3. Tiada buku teks, tiada homework - kurang beban pada",@sarinizainal,598,342,31K,1856324417032470600,2024-11-12T07:58:10.000Z
"puja-pujinya nanti dulu gaes, cek dulu soal mandatory pendidikan dan kesehatan buat Indonesia. tolok ukur kalian itu supaya kita berkualitas.",@MayHera,,,19,1856391828888793291,2024-11-12T07:58:10.000Z
"Halo #SobatData

Pernikahan dini di Kota Mataram, seperti di banyak daerah lainnya di Indonesia, masih menjadi masalah sosial yang cukup signifikan. Beberapa faktor yang mempengaruhi antara lain, keterbatasan ekonomi dan kurangnya pendidikan. 

#BerAkhlak
#HumasBPSMataram",@bpskotamataram,,,28,1856233474434445535,2024-11-12T07:58:10.000Z
"KALIAN SEMUA YANG LAGI BUTUH BEASISWA S1 KARENA KENDALA FINANSIAL, COBA CEK BEASISWA PENDIDIKAN INDONESIA DULU, KALAU LINGKUP KEMENAG SILAHKAN CEK BEASISWA INDONESIA BANGKIT. SEMANGATTT
BEASISWA LAINNN JUGA ADA BANYAKK",@switeeblue,,,87,1856310158466646068,2024-11-12T07:58:10.000Z
"Maka harus disesuaikan dengan usia, perkembangan mental, dan kognitif siswa. Diperhatikan keadaan dan lingkungan sekitarnya. Diseimbangkan antara pengetahuan dan perilaku. Dipikirkan cara delivery dan pembelajarannya, didesain yg baik cara evaluasinya.

Ribet? Memang ",@Pak_Irv,12,3,323,1856252024427557067,2024-11-12T07:58:10.000Z
"Lowongan Kerja PT Bank Rakyat Indonesia (Persero) Tbk 
*
Pendidikan minimal D4 / S.1 dari Universitas / Perguruan Tinggi dengan IPK min 2.75 (skala 4)
*
cek melalui link dibawah ini.
https://bit.ly/4hCJfHj
*
*Jika bermanfaat bantu di share ya kak",@lowongcpnsbumn,,,442,1856336150170087628,2024-11-12T07:58:10.000Z
"Sungguh ribet dengan proses penyetaraan ijazah di negara tercinta ini, bayangin lu ditolak karena ijazah lu HARUS ADA BAHASA ASLI, sedangkan UM aja medium teachingnya pakai bahasa Inggris.",@tryingtobenoice,,,64,1856245087161704857,2024-11-12T07:58:10.000Z
"Tadi habis ngobrol soal kekurangannya guru bahasa asing disini padahal lulusannya banyak banget. Apalagi bahasa inggris, sangat membludak tapi sayangnya, bahkan di beberapa sekolah masih pakai guru yang basicnya bukan pendidikan bahasa, untuk ngajar bahasa.",@ofSereanities,,,35,1856292627366457368,2024-11-12T07:58:10.000Z
"Kalau dibandingkan dengan beberapa negara lain gaji guru di Indonesia mungkin nggak seberapa. Tapi sekarang pelan-pelan udah ada pemerataan kok. Adanya PPG juga membantu banget, memberi kesempatan anak muda agar honorer nggak menumpuk. Banyak pembukaan PPPK juga.",@jia_jijul,,,112,1856312885447930092,2024-11-12T07:58:10.000Z
"The curriculum is important, but if you do research first, you'll definitely find out that many kids in Indonesia can't read or write, let alone reach an acceptable level. At least 70% are still struggling.",@hveseung,,,21,1856309779628752945,2024-11-12T07:58:10.000Z
"Indonesia memiliki 3.277 universitas pada tahun 2023 lalu. Indonesia negara dengan jumlah universitas terbanyak kedua di dunia setelah India dengan total 5.349 universitas.

Banyak lulusan SLTA pilih kuliah dari pada nganggur, banyak sarjana pengangguran diterima jadi dosen.",@Azhar_k18,1,1,77,1856139329565012313,2024-11-12T07:58:10.000Z
"

Fight me. Tapi kompetensi lulus SD itu cukup dengan mampu:

Membaca lancar
Menulis lancar
Menghitung dasar lancar
Pengetahuan IPAS dasar
Etika/kepribadian baik
Kemampuan analisis/kritis dasar

Itu saja, gak usah ditambahin macem2. Tambah hancur nanti pendidikan Indonesia.",@rizkysilalahi,4,1,153,1856267696410898531,2024-11-12T07:58:10.000Z
"Sekadar berkongsi sistem pendidikan di sekolah antarabangsa:

1. Satu kelas 20 orang.
2. Satu kelas ada seorang cikgu, seorang pembantu dlm satu masa. Jadi masa cikgu mengajar, ada pembantu yg tolong pelajar di belakang.
3. Tiada buku teks, tiada homework - kurang beban pada",@sarinizainal,598,342,31K,1856324417032470600,2024-11-12T07:58:10.000Z
"puja-pujinya nanti dulu gaes, cek dulu soal mandatory pendidikan dan kesehatan buat Indonesia. tolok ukur kalian itu supaya kita berkualitas.",@MayHera,,,19,1856391828888793291,2024-11-12T07:58:10.000Z
"Halo #SobatData

Pernikahan dini di Kota Mataram, seperti di banyak daerah lainnya di Indonesia, masih menjadi masalah sosial yang cukup signifikan. Beberapa faktor yang mempengaruhi antara lain, keterbatasan ekonomi dan kurangnya pendidikan. 

#BerAkhlak
#HumasBPSMataram",@bpskotamataram,,,28,1856233474434445535,2024-11-12T07:58:10.000Z
"KALIAN SEMUA YANG LAGI BUTUH BEASISWA S1 KARENA KENDALA FINANSIAL, COBA CEK BEASISWA PENDIDIKAN INDONESIA DULU, KALAU LINGKUP KEMENAG SILAHKAN CEK BEASISWA INDONESIA BANGKIT. SEMANGATTT
BEASISWA LAINNN JUGA ADA BANYAKK",@switeeblue,,,87,1856310158466646068,2024-11-12T07:58:10.000Z
"Maka harus disesuaikan dengan usia, perkembangan mental, dan kognitif siswa. Diperhatikan keadaan dan lingkungan sekitarnya. Diseimbangkan antara pengetahuan dan perilaku. Dipikirkan cara delivery dan pembelajarannya, didesain yg baik cara evaluasinya.

Ribet? Memang ",@Pak_Irv,12,3,323,1856252024427557067,2024-11-12T07:58:10.000Z
"Lowongan Kerja PT Bank Rakyat Indonesia (Persero) Tbk 
*
Pendidikan minimal D4 / S.1 dari Universitas / Perguruan Tinggi dengan IPK min 2.75 (skala 4)
*
cek melalui link dibawah ini.
https://bit.ly/4hCJfHj
*
*Jika bermanfaat bantu di share ya kak",@lowongcpnsbumn,,,442,1856336150170087628,2024-11-12T07:58:10.000Z
"Sungguh ribet dengan proses penyetaraan ijazah di negara tercinta ini, bayangin lu ditolak karena ijazah lu HARUS ADA BAHASA ASLI, sedangkan UM aja medium teachingnya pakai bahasa Inggris.",@tryingtobenoice,,,64,1856245087161704857,2024-11-12T07:58:10.000Z
"Tadi habis ngobrol soal kekurangannya guru bahasa asing disini padahal lulusannya banyak banget. Apalagi bahasa inggris, sangat membludak tapi sayangnya, bahkan di beberapa sekolah masih pakai guru yang basicnya bukan pendidikan bahasa, untuk ngajar bahasa.",@ofSereanities,,,35,1856292627366457368,2024-11-12T07:58:10.000Z
"Kalau dibandingkan dengan beberapa negara lain gaji guru di Indonesia mungkin nggak seberapa. Tapi sekarang pelan-pelan udah ada pemerataan kok. Adanya PPG juga membantu banget, memberi kesempatan anak muda agar honorer nggak menumpuk. Banyak pembukaan PPPK juga.",@jia_jijul,,,112,1856312885447930092,2024-11-12T07:58:10.000Z
"The curriculum is important, but if you do research first, you'll definitely find out that many kids in Indonesia can't read or write, let alone reach an acceptable level. At least 70% are still struggling.",@hveseung,,,21,1856309779628752945,2024-11-12T07:58:10.000Z
"Indonesia memiliki 3.277 universitas pada tahun 2023 lalu. Indonesia negara dengan jumlah universitas terbanyak kedua di dunia setelah India dengan total 5.349 universitas.

Banyak lulusan SLTA pilih kuliah dari pada nganggur, banyak sarjana pengangguran diterima jadi dosen.",@Azhar_k18,1,1,77,1856139329565012313,2024-11-12T07:58:10.000Z
"

Fight me. Tapi kompetensi lulus SD itu cukup dengan mampu:

Membaca lancar
Menulis lancar
Menghitung dasar lancar
Pengetahuan IPAS dasar
Etika/kepribadian baik
Kemampuan analisis/kritis dasar

Itu saja, gak usah ditambahin macem2. Tambah hancur nanti pendidikan Indonesia.",@rizkysilalahi,4,1,153,1856267696410898531,2024-11-12T07:58:10.000Z
"Sekadar berkongsi sistem pendidikan di sekolah antarabangsa:

1. Satu kelas 20 orang.
2. Satu kelas ada seorang cikgu, seorang pembantu dlm satu masa. Jadi masa cikgu mengajar, ada pembantu yg tolong pelajar di belakang.
3. Tiada buku teks, tiada homework - kurang beban pada",@sarinizainal,598,342,31K,1856324417032470600,2024-11-12T07:58:10.000Z
"puja-pujinya nanti dulu gaes, cek dulu soal mandatory pendidikan dan kesehatan buat Indonesia. tolok ukur kalian itu supaya kita berkualitas.",@MayHera,,,19,1856391828888793291,2024-11-12T07:58:10.000Z
"Halo #SobatData

Pernikahan dini di Kota Mataram, seperti di banyak daerah lainnya di Indonesia, masih menjadi masalah sosial yang cukup signifikan. Beberapa faktor yang mempengaruhi antara lain, keterbatasan ekonomi dan kurangnya pendidikan. 

#BerAkhlak
#HumasBPSMataram",@bpskotamataram,,,28,1856233474434445535,2024-11-12T07:58:10.000Z
"KALIAN SEMUA YANG LAGI BUTUH BEASISWA S1 KARENA KENDALA FINANSIAL, COBA CEK BEASISWA PENDIDIKAN INDONESIA DULU, KALAU LINGKUP KEMENAG SILAHKAN CEK BEASISWA INDONESIA BANGKIT. SEMANGATTT
BEASISWA LAINNN JUGA ADA BANYAKK",@switeeblue,,,87,1856310158466646068,2024-11-12T07:58:10.000Z
"Maka harus disesuaikan dengan usia, perkembangan mental, dan kognitif siswa. Diperhatikan keadaan dan lingkungan sekitarnya. Diseimbangkan antara pengetahuan dan perilaku. Dipikirkan cara delivery dan pembelajarannya, didesain yg baik cara evaluasinya.

Ribet? Memang ",@Pak_Irv,12,3,323,1856252024427557067,2024-11-12T07:58:10.000Z
"Lowongan Kerja PT Bank Rakyat Indonesia (Persero) Tbk 
*
Pendidikan minimal D4 / S.1 dari Universitas / Perguruan Tinggi dengan IPK min 2.75 (skala 4)
*
cek melalui link dibawah ini.
https://bit.ly/4hCJfHj
*
*Jika bermanfaat bantu di share ya kak",@lowongcpnsbumn,,,442,1856336150170087628,2024-11-12T07:58:10.000Z
"Sungguh ribet dengan proses penyetaraan ijazah di negara tercinta ini, bayangin lu ditolak karena ijazah lu HARUS ADA BAHASA ASLI, sedangkan UM aja medium teachingnya pakai bahasa Inggris.",@tryingtobenoice,,,64,1856245087161704857,2024-11-12T07:58:10.000Z
"Sungguh ribet dengan proses penyetaraan ijazah di negara tercinta ini, bayangin lu ditolak karena ijazah lu HARUS ADA BAHASA ASLI, sedangkan UM aja medium teachingnya pakai bahasa Inggris.",@tryingtobenoice,,,64,1856245087161704857,2024-11-12T07:58:10.000Z
"Sungguh ribet dengan proses penyetaraan ijazah di negara tercinta ini, bayangin lu ditolak karena ijazah lu HARUS ADA BAHASA ASLI, sedangkan UM aja medium teachingnya pakai bahasa Inggris.",@tryingtobenoice,,,64,1856245087161704857,2024-11-12T07:58:10.000Z
"Tadi habis ngobrol soal kekurangannya guru bahasa asing disini padahal lulusannya banyak banget. Apalagi bahasa inggris, sangat membludak tapi sayangnya, bahkan di beberapa sekolah masih pakai guru yang basicnya bukan pendidikan bahasa, untuk ngajar bahasa.",@ofSereanities,,,35,1856292627366457368,2024-11-12T07:58:10.000Z
"Tadi habis ngobrol soal kekurangannya guru bahasa asing disini padahal lulusannya banyak banget. Apalagi bahasa inggris, sangat membludak tapi sayangnya, bahkan di beberapa sekolah masih pakai guru yang basicnya bukan pendidikan bahasa, untuk ngajar bahasa.",@ofSereanities,,,35,1856292627366457368,2024-11-12T07:58:10.000Z
"Tadi habis ngobrol soal kekurangannya guru bahasa asing disini padahal lulusannya banyak banget. Apalagi bahasa inggris, sangat membludak tapi sayangnya, bahkan di beberapa sekolah masih pakai guru yang basicnya bukan pendidikan bahasa, untuk ngajar bahasa.",@ofSereanities,,,35,1856292627366457368,2024-11-12T07:58:10.000Z
"Kalau dibandingkan dengan beberapa negara lain gaji guru di Indonesia mungkin nggak seberapa. Tapi sekarang pelan-pelan udah ada pemerataan kok. Adanya PPG juga membantu banget, memberi kesempatan anak muda agar honorer nggak menumpuk. Banyak pembukaan PPPK juga.",@jia_jijul,,,112,1856312885447930092,2024-11-12T07:58:10.000Z
"Kalau dibandingkan dengan beberapa negara lain gaji guru di Indonesia mungkin nggak seberapa. Tapi sekarang pelan-pelan udah ada pemerataan kok. Adanya PPG juga membantu banget, memberi kesempatan anak muda agar honorer nggak menumpuk. Banyak pembukaan PPPK juga.",@jia_jijul,,,112,1856312885447930092,2024-11-12T07:58:10.000Z
"Kalau dibandingkan dengan beberapa negara lain gaji guru di Indonesia mungkin nggak seberapa. Tapi sekarang pelan-pelan udah ada pemerataan kok. Adanya PPG juga membantu banget, memberi kesempatan anak muda agar honorer nggak menumpuk. Banyak pembukaan PPPK juga.",@jia_jijul,,,112,1856312885447930092,2024-11-12T07:58:10.000Z
"The curriculum is important, but if you do research first, you'll definitely find out that many kids in Indonesia can't read or write, let alone reach an acceptable level. At least 70% are still struggling.",@hveseung,,,21,1856309779628752945,2024-11-12T07:58:10.000Z
"The curriculum is important, but if you do research first, you'll definitely find out that many kids in Indonesia can't read or write, let alone reach an acceptable level. At least 70% are still struggling.",@hveseung,,,21,1856309779628752945,2024-11-12T07:58:10.000Z
"The curriculum is important, but if you do research first, you'll definitely find out that many kids in Indonesia can't read or write, let alone reach an acceptable level. At least 70% are still struggling.",@hveseung,,,21,1856309779628752945,2024-11-12T07:58:10.000Z
"Indonesia memiliki 3.277 universitas pada tahun 2023 lalu. Indonesia negara dengan jumlah universitas terbanyak kedua di dunia setelah India dengan total 5.349 universitas.

Banyak lulusan SLTA pilih kuliah dari pada nganggur, banyak sarjana pengangguran diterima jadi dosen.",@Azhar_k18,1,1,77,1856139329565012313,2024-11-12T07:58:10.000Z
"Indonesia memiliki 3.277 universitas pada tahun 2023 lalu. Indonesia negara dengan jumlah universitas terbanyak kedua di dunia setelah India dengan total 5.349 universitas.

Banyak lulusan SLTA pilih kuliah dari pada nganggur, banyak sarjana pengangguran diterima jadi dosen.",@Azhar_k18,1,1,77,1856139329565012313,2024-11-12T07:58:10.000Z
"Indonesia memiliki 3.277 universitas pada tahun 2023 lalu. Indonesia negara dengan jumlah universitas terbanyak kedua di dunia setelah India dengan total 5.349 universitas.

Banyak lulusan SLTA pilih kuliah dari pada nganggur, banyak sarjana pengangguran diterima jadi dosen.",@Azhar_k18,1,1,77,1856139329565012313,2024-11-12T07:58:10.000Z
"

Fight me. Tapi kompetensi lulus SD itu cukup dengan mampu:

Membaca lancar
Menulis lancar
Menghitung dasar lancar
Pengetahuan IPAS dasar
Etika/kepribadian baik
Kemampuan analisis/kritis dasar

Itu saja, gak usah ditambahin macem2. Tambah hancur nanti pendidikan Indonesia.",@rizkysilalahi,4,1,153,1856267696410898531,2024-11-12T07:58:10.000Z
"

Fight me. Tapi kompetensi lulus SD itu cukup dengan mampu:

Membaca lancar
Menulis lancar
Menghitung dasar lancar
Pengetahuan IPAS dasar
Etika/kepribadian baik
Kemampuan analisis/kritis dasar

Itu saja, gak usah ditambahin macem2. Tambah hancur nanti pendidikan Indonesia.",@rizkysilalahi,4,1,153,1856267696410898531,2024-11-12T07:58:10.000Z
"

Fight me. Tapi kompetensi lulus SD itu cukup dengan mampu:

Membaca lancar
Menulis lancar
Menghitung dasar lancar
Pengetahuan IPAS dasar
Etika/kepribadian baik
Kemampuan analisis/kritis dasar

Itu saja, gak usah ditambahin macem2. Tambah hancur nanti pendidikan Indonesia.",@rizkysilalahi,4,1,153,1856267696410898531,2024-11-12T07:58:10.000Z
"Sekadar berkongsi sistem pendidikan di sekolah antarabangsa:

1. Satu kelas 20 orang.
2. Satu kelas ada seorang cikgu, seorang pembantu dlm satu masa. Jadi masa cikgu mengajar, ada pembantu yg tolong pelajar di belakang.
3. Tiada buku teks, tiada homework - kurang beban pada",@sarinizainal,598,342,31K,1856324417032470600,2024-11-12T07:58:10.000Z
"Sekadar berkongsi sistem pendidikan di sekolah antarabangsa:

1. Satu kelas 20 orang.
2. Satu kelas ada seorang cikgu, seorang pembantu dlm satu masa. Jadi masa cikgu mengajar, ada pembantu yg tolong pelajar di belakang.
3. Tiada buku teks, tiada homework - kurang beban pada",@sarinizainal,598,342,31K,1856324417032470600,2024-11-12T07:58:10.000Z
"Sekadar berkongsi sistem pendidikan di sekolah antarabangsa:

1. Satu kelas 20 orang.
2. Satu kelas ada seorang cikgu, seorang pembantu dlm satu masa. Jadi masa cikgu mengajar, ada pembantu yg tolong pelajar di belakang.
3. Tiada buku teks, tiada homework - kurang beban pada",@sarinizainal,598,342,31K,1856324417032470600,2024-11-12T07:58:10.000Z
"puja-pujinya nanti dulu gaes, cek dulu soal mandatory pendidikan dan kesehatan buat Indonesia. tolok ukur kalian itu supaya kita berkualitas.",@MayHera,,,19,1856391828888793291,2024-11-12T07:58:10.000Z
"puja-pujinya nanti dulu gaes, cek dulu soal mandatory pendidikan dan kesehatan buat Indonesia. tolok ukur kalian itu supaya kita berkualitas.",@MayHera,,,19,1856391828888793291,2024-11-12T07:58:10.000Z
"puja-pujinya nanti dulu gaes, cek dulu soal mandatory pendidikan dan kesehatan buat Indonesia. tolok ukur kalian itu supaya kita berkualitas.",@MayHera,,,19,1856391828888793291,2024-11-12T07:58:10.000Z
"Halo #SobatData

Pernikahan dini di Kota Mataram, seperti di banyak daerah lainnya di Indonesia, masih menjadi masalah sosial yang cukup signifikan. Beberapa faktor yang mempengaruhi antara lain, keterbatasan ekonomi dan kurangnya pendidikan. 

#BerAkhlak
#HumasBPSMataram",@bpskotamataram,,,28,1856233474434445535,2024-11-12T07:58:10.000Z
"Halo #SobatData

Pernikahan dini di Kota Mataram, seperti di banyak daerah lainnya di Indonesia, masih menjadi masalah sosial yang cukup signifikan. Beberapa faktor yang mempengaruhi antara lain, keterbatasan ekonomi dan kurangnya pendidikan. 

#BerAkhlak
#HumasBPSMataram",@bpskotamataram,,,28,1856233474434445535,2024-11-12T07:58:10.000Z
"Halo #SobatData

Pernikahan dini di Kota Mataram, seperti di banyak daerah lainnya di Indonesia, masih menjadi masalah sosial yang cukup signifikan. Beberapa faktor yang mempengaruhi antara lain, keterbatasan ekonomi dan kurangnya pendidikan. 

#BerAkhlak
#HumasBPSMataram",@bpskotamataram,,,28,1856233474434445535,2024-11-12T07:58:10.000Z
"KALIAN SEMUA YANG LAGI BUTUH BEASISWA S1 KARENA KENDALA FINANSIAL, COBA CEK BEASISWA PENDIDIKAN INDONESIA DULU, KALAU LINGKUP KEMENAG SILAHKAN CEK BEASISWA INDONESIA BANGKIT. SEMANGATTT
BEASISWA LAINNN JUGA ADA BANYAKK",@switeeblue,,,87,1856310158466646068,2024-11-12T07:58:10.000Z
"KALIAN SEMUA YANG LAGI BUTUH BEASISWA S1 KARENA KENDALA FINANSIAL, COBA CEK BEASISWA PENDIDIKAN INDONESIA DULU, KALAU LINGKUP KEMENAG SILAHKAN CEK BEASISWA INDONESIA BANGKIT. SEMANGATTT
BEASISWA LAINNN JUGA ADA BANYAKK",@switeeblue,,,87,1856310158466646068,2024-11-12T07:58:10.000Z
"KALIAN SEMUA YANG LAGI BUTUH BEASISWA S1 KARENA KENDALA FINANSIAL, COBA CEK BEASISWA PENDIDIKAN INDONESIA DULU, KALAU LINGKUP KEMENAG SILAHKAN CEK BEASISWA INDONESIA BANGKIT. SEMANGATTT
BEASISWA LAINNN JUGA ADA BANYAKK",@switeeblue,,,87,1856310158466646068,2024-11-12T07:58:10.000Z
"Maka harus disesuaikan dengan usia, perkembangan mental, dan kognitif siswa. Diperhatikan keadaan dan lingkungan sekitarnya. Diseimbangkan antara pengetahuan dan perilaku. Dipikirkan cara delivery dan pembelajarannya, didesain yg baik cara evaluasinya.

Ribet? Memang ",@Pak_Irv,12,3,323,1856252024427557067,2024-11-12T07:58:10.000Z
"Maka harus disesuaikan dengan usia, perkembangan mental, dan kognitif siswa. Diperhatikan keadaan dan lingkungan sekitarnya. Diseimbangkan antara pengetahuan dan perilaku. Dipikirkan cara delivery dan pembelajarannya, didesain yg baik cara evaluasinya.

Ribet? Memang ",@Pak_Irv,12,3,323,1856252024427557067,2024-11-12T07:58:10.000Z
"Maka harus disesuaikan dengan usia, perkembangan mental, dan kognitif siswa. Diperhatikan keadaan dan lingkungan sekitarnya. Diseimbangkan antara pengetahuan dan perilaku. Dipikirkan cara delivery dan pembelajarannya, didesain yg baik cara evaluasinya.

Ribet? Memang ",@Pak_Irv,12,3,323,1856252024427557067,2024-11-12T07:58:10.000Z
"Lowongan Kerja PT Bank Rakyat Indonesia (Persero) Tbk 
*
Pendidikan minimal D4 / S.1 dari Universitas / Perguruan Tinggi dengan IPK min 2.75 (skala 4)
*
cek melalui link dibawah ini.
https://bit.ly/4hCJfHj
*
*Jika bermanfaat bantu di share ya kak",@lowongcpnsbumn,,,442,1856336150170087628,2024-11-12T07:58:10.000Z
"Lowongan Kerja PT Bank Rakyat Indonesia (Persero) Tbk 
*
Pendidikan minimal D4 / S.1 dari Universitas / Perguruan Tinggi dengan IPK min 2.75 (skala 4)
*
cek melalui link dibawah ini.
https://bit.ly/4hCJfHj
*
*Jika bermanfaat bantu di share ya kak",@lowongcpnsbumn,,,442,1856336150170087628,2024-11-12T07:58:10.000Z
"Lowongan Kerja PT Bank Rakyat Indonesia (Persero) Tbk 
*
Pendidikan minimal D4 / S.1 dari Universitas / Perguruan Tinggi dengan IPK min 2.75 (skala 4)
*
cek melalui link dibawah ini.
https://bit.ly/4hCJfHj
*
*Jika bermanfaat bantu di share ya kak",@lowongcpnsbumn,,,442,1856336150170087628,2024-11-12T07:58:10.000Z
"Nggak usah muluk2 Pak?
Apa fasilitas & guru sdh ada?
Nggak usah jauh2 sampai Indonesia timur, sekitar Jabodetabek sj apakah sdh tersedia fasilitasnya jg, boro2 diluar jawa apalagi Indonesia Timur pasti fasilitasnya blm ada
Boleh ingin yg wah tp benahi dulu fasilitasnya, merata",@mikuroQ,130,35,28K,1856195195202875483,2024-11-12T04:39:55.000Z
RIP Pendidikan Indonesia,@watuinten617,1,,24,1856191283569799479,2024-11-12T04:39:55.000Z
"Kebijakan baik yang akhirnya membuat kerusakan adalah wajib belajar 12 tahun. 
Iya itu kebijakan dari pemerintah. Wajib belajar secara konstitusi dan UU sisdiknas itu sebenernya cukup 9 tahun. 
Memang kebijakan itu bermkasud baik, tapi akhirnya amanat UUD tidak terpenuhi",@ashaabull,,,22,1856413656503988726,2024-11-12T04:39:55.000Z
"Coding & AI tuh bisa diajarkan di usia dini, bisa banget lah.. Tapi ini Indonesia, pendidikannya aja belum merata, jadi lebih cocok mendorong pemerataan pendidikan dulu, sebelum mendorong coding untuk anak SD..",@dieka2501,,,31,1856304016663433241,2024-11-12T04:39:55.000Z
"Pls, otaknya dipake buat mikir dlu biar ga asbun @gibran_tweet. Beresin akar masalah pendidikan di Indonesia, ajarin dasar-dasar pengetahuan sampe kuat pondasinya baru deh ajarin yg macem-macem. Mending balikin pelajaran TIK biar siswa ga gaptek bgt, daripada coding",@turtletila,,,28,1856364914237227165,2024-11-12T04:39:55.000Z
"Kalau menurutmu kenapa banyak yang 𝘰𝘷𝘦𝘳-𝘦𝘥𝘶𝘤𝘢𝘵𝘦𝘥 atau 𝘶𝘯𝘥𝘦𝘳-𝘦𝘥𝘶𝘤𝘢𝘵𝘦𝘥 di kerja'annya? Baca selengkapnya dalam Labor Market Brief LPEM yang ditulis Muhammad Hanri, Ph.D. dan Nia Kurnia Sholihah, M.E. https://lpem.org/potret-ketidaksesuaian-pendidikan-dan-pekerjaan-di-indonesia-labor-market-brief-edisi-oktober-2024/…
#lpemfebui #lembagapenyelidikan",@LPEMFEBUI,11,4,347,1856260055643160997,2024-11-12T04:39:55.000Z
"Memperingati Hari Pahlawan, Komnas Perempuan mengangkat tokoh Ratu Ageng Tegalrejo, seorang panglima elit perempuan, dan SK Trimoerti, wartawan sekaligus menteri tenaga kerja pertama Indonesia, serta Nyi Hajar Dewantara, pelopor pendidikan perempuan.",@KomnasPerempuan,,1,384,1856245939914322349,2024-11-12T04:39:55.000Z
"Wakil Presiden Gibran Rakabuming Raka, mengusulkan kepada Kementerian Pendidikan Dasar dan Menengah atau Kemendikdasmen, untuk menerapkan pelajaran coding bagi siswa SD dan SMP di Indonesia. 

Ia meminta sistem pendidikan di Indonesia tidak kalah dari negara lain seperti India.",@VIVAcoid,,,622,1856238504969478641,2024-11-12T04:39:55.000Z
"Pemerintah Republik Indonesia meluncurkan 8 Program Transformasi Bangsa untuk mencapai hasil cepat dan terbaik. Program ini mencakup sektor pendidikan, kesehatan, pertanian dan infrastruktur. Program ini bertujuan untuk meningkatkan kualitas hidup masyarakat,",@restrotangkot,1,,142,1856229177030259031,2024-11-12T04:39:55.000Z
"Nggak usah muluk2 Pak?
Apa fasilitas & guru sdh ada?
Nggak usah jauh2 sampai Indonesia timur, sekitar Jabodetabek sj apakah sdh tersedia fasilitasnya jg, boro2 diluar jawa apalagi Indonesia Timur pasti fasilitasnya blm ada
Boleh ingin yg wah tp benahi dulu fasilitasnya, merata",@mikuroQ,130,35,28K,1856195195202875483,2024-11-12T04:39:55.000Z
RIP Pendidikan Indonesia,@watuinten617,1,,24,1856191283569799479,2024-11-12T04:39:55.000Z
"Kebijakan baik yang akhirnya membuat kerusakan adalah wajib belajar 12 tahun. 
Iya itu kebijakan dari pemerintah. Wajib belajar secara konstitusi dan UU sisdiknas itu sebenernya cukup 9 tahun. 
Memang kebijakan itu bermkasud baik, tapi akhirnya amanat UUD tidak terpenuhi",@ashaabull,,,22,1856413656503988726,2024-11-12T04:39:55.000Z
"Coding & AI tuh bisa diajarkan di usia dini, bisa banget lah.. Tapi ini Indonesia, pendidikannya aja belum merata, jadi lebih cocok mendorong pemerataan pendidikan dulu, sebelum mendorong coding untuk anak SD..",@dieka2501,,,31,1856304016663433241,2024-11-12T04:39:55.000Z
"Pls, otaknya dipake buat mikir dlu biar ga asbun @gibran_tweet. Beresin akar masalah pendidikan di Indonesia, ajarin dasar-dasar pengetahuan sampe kuat pondasinya baru deh ajarin yg macem-macem. Mending balikin pelajaran TIK biar siswa ga gaptek bgt, daripada coding",@turtletila,,,28,1856364914237227165,2024-11-12T04:39:55.000Z
