Text,User,Likes,Reposts,Views,Status ID,Date,Platform,Scraped At,Replies,Sentiment
"Banyak yg kayak gini. Sementara ada lho yg formasinya 1, yg milih juga cuma 1, tapi gak lulus passing grade SKD. Ya gagal jadinya",@wiratamiang,0,0,270,1858820205998416066,2024-11-19 10:30:46,twitter,2024-11-20 09:57:16.426289,0,2
"Selain isu pangan dan energi, Pemerintah Indonesia juga mengalokasikan anggaran besar untuk persoalan kesenjangan SDM, yakni sektor pendidikan. Presiden Prabowo juga menegaskan bahwa isu ekonomi global tidak dapat dipisahkan dari dinamika geopolitik.",@airlangga_hrt,0,0,92,1858852301567676457,2024-11-19 12:38:19,twitter,2024-11-20 09:57:16.426289,0,1
"Meningkatkan Kerja Sama Indonesia-India: Prabowo Subianto Dorong Kolaborasi di Bidang Kesehatan dan Pendidikan https://timenews.co.id/internasional/99513978840/meningkatkan-kerja-sama-indonesia-india-prabowo-subianto-dorong-kolaborasi-di-bidang-kesehatan-dan-pendidikan…
#viral
#PromediateknologiIndonesia
#Timenews
#PrabowoSubianto
#IndonesiaIndia
#Kesehatan
#Pendidikan
#FufuufafaODGJ",@RedaksiT648,0,0,22,1858752828262494515,2024-11-19 06:03:02,twitter,2024-11-20 09:57:16.426289,0,1
"wa.me/62858…  Pelatihan Motivasi Di Batam, Seminar Motivasi Di Depok, Motivasi Karyawan Di Kupang, Pelatihan Kepemimpinan Di Malang, Training Motivasi Di BalikpapanTraining Motivasi Sekolah Surabaya
Motivator Pendidikan Sekolah Indonesia
Trainer Motivasi Guru Bogor
Motivasi Kerja Karyawan Jambi
Training Motivasi Karyawan Aceh
Motivator Karyawan Sumatra
Training Motivasi Karyawan Kalimantan
Tim Motivator Di Sulawesi  Translate",training_motivasi_karyawan,0,0,0,None,2024-11-20 02:28:54+00:00,Threads,2024-11-20T09:56:53.095688,0,1
"Bismillah...
Awal 2025 KPDNR  akan meluncurkan Program Baru Untuk Pendidikan Indonesia 🇮🇩
Allahumma Baarik 🙏  Translate",deswarita_eryanti,0,0,0,None,2024-11-20 02:22:37+00:00,Threads,2024-11-20T09:56:52.918738,0,1
"Ada 3 landasan utama yang harus dimiliki oleh para guru menurut Bapak Pendidikan Indonesia Kihajar Dewantara!
Silahkan disimak
#Vod #Guru #HariGuruNasional #Pendidikan #Fyp #KihajarDewantara  Translate",suhaimiarza,0,0,0,None,2024-11-20 02:22:33+00:00,Threads,2024-11-20T09:56:53.027419,0,1
"Presiden Prabowo Subianto menegaskan komitmen Indonesia dalam menanggulangi kelaparan dan kemiskinan, dua isu yang dijadikan prioritas utama dalam agenda pemerintahan.Dalam pertemuan dengan para pemimpin G20 di Brasil, Prabowo meyakinkan bahwa Indonesia akan fokus pada pendidikan dan pemberian makanan bergizi sebagai solusi untuk masalah tersebut.Prabowo optimistis bahwa dengan kebijakan yang tepat, masalah kelaparan di Indonesia dapat diatasi dalam waktu tiga tahun ke depan.  Translate",faktacom,0,0,0,None,2024-11-20 02:22:32+00:00,Threads,2024-11-20T09:56:58.125672,0,0
"KPU Jatim Libatkan PosNu dalam Tingkatkan Partisipasi Pemilih di Pilkada 2024SUARA INDONESIA, SURABAYA - Komisi Pemilihan Umum (KPU) Jawa Timur (Jatim) menggandeng Poros Sahabat Nusantara (PosNu) mensosialisasikan pendidikan pemilih di Universitas WR Supratman (Uipra) Surabaya, Selasa (19/11/2024). Sebagai penyelenggara sosialisasi, PosNu turut menghadirkan…suaraindonesia99blog.wordpress.com/2024…  Translate",coltliqekajaya,0,0,0,None,2024-11-20 02:03:15+00:00,Threads,2024-11-20T09:56:57.932334,0,1
"oke udah banyak pertanyaan dan  mulai mencoba menjawab seputar perkuliahan:Aku S2 Ilmu Manajemen, Universitas Gadjah Mada dan lanjut S3 Ilmu Manajemen di Universitas Airlangga.
Waktu S2 UGM pakai beasiswa ""Family"" alias dibiayai keluarga😂 dan S3 Alhamdulillah dapet Beasiswa Pendidikan Indonesia.
oke ini dia rincian biaya yang harus dipersiapkan:  Translate",liafebrialina,3,0,0,None,2024-11-20 00:23:50+00:00,Threads,2024-11-20T09:56:52.624944,7,1
"0813-3432-1383 | Lowongan Tempat PKL Jurusan Teknik Grafika Sidoarjo yang Menarik!Sidoarjo, sebagai salah satu kota pendidikan di Indonesia, menawarkan berbagai peluang bagi siswa SMK, terutama dalam bidang teknik grafika dan jurusan terkait lainnya. Dalam konteks ini, lowongan tempat PKL jurusan teknik grafika Sidoarjo menjadi salah satu aspek penting yang harus diperhatikan oleh siswa yang ingin mempersiapkan diri untuk dunia kerja.  Translate",souvenirseminarbatam,0,0,0,None,2024-11-20 00:23:45+00:00,Threads,2024-11-20T09:56:57.677474,0,0
scinerd85 3h3 hours ago Replying to @ahmmoun,scinerd85,0,0,0,None,2024-11-19 23:25:22+00:00,Threads,2024-11-20T09:56:53.171275,0,1
"Terima kasih
✅ BLPT-Pusdatin Kemendikbudristek
✅ Refo Indonesia
✅ Google IndonesiaAtas apresiasi sekaligus award yang telah diberikan kepada kami...
Semua pencapaian ini adalah bentuk sinergisitas, kolaborasi, serta silaturahmi dengan seluruh stakeholder pendidikan yang terdapat di Jawa TimurSemoga kami dapat senantiasa bermanfaat bagi siapa saja, dimana saja dan kapan saja
🫶🏻🤲  Translate",cakrachmad.ets,0,0,0,None,2024-11-19 22:29:33+00:00,Threads,2024-11-20T09:57:06.129109,0,0
"Pendekatan pembelajaran yang berpihak/berpusat pada siswa dalam kurikulum pendidikan Indonesia:
1. PAIKEM, kemudian dikembangkan menjadi PAIKEM GEMBROT
2. Pembelajaran Diferensiasi 
3. Sekarang diwacanakan pendekatan deep learning.",ahmadturmuzi12771,0,0,0,None,2024-11-19 22:05:10+00:00,Threads,2024-11-20T09:57:06.161269,0,1
"""Bangga bisa menjadi bagian dari perjalanan perubahan pendidikan Indonesia! 🎥✨Kontribusi kecil ini dalam film dokumenter tentang implementasi Kurikulum Merdeka adalah wujud cinta dan dedikasi untuk pendidikan. Semoga kisah dan inspirasi ini bisa membawa dampak besar bagi generasi penerus bangsa. Terima kasih kepada semua pihak yang telah terlibat! 💡📚  Translate",faliha.mahnur,0,0,0,None,2024-11-19 22:04:19+00:00,Threads,2024-11-20T09:56:58.161297,0,0
"Gak bisa, Kak 😅Parenting orang tua sini beda dengan di Indonesia. Anak pas usia 16th sudah masuk “usia dewasa”. Mereka sudah “berhak” atas idupnya masing2. Ortu gak bisa lagi ikut campur terlalu dalam, bahkan untuk urusan sekolah.Tapi saya paham poin Kakak. Mungkin memang harusnya dari kecil sudah coba ditanamkan bahwa meski Norwegia negara non-kompetitif, tapi pendidikan tetap penting agar dapat kerjaan bagus & penghasilan layak.  Translate",artochlingua,0,0,0,None,2024-11-19 21:58:03+00:00,Threads,2024-11-20T09:56:58.094318,0,0
elite_writers1 6h6 hours ago,elite_writers1,0,0,0,None,2024-11-19 20:33:04+00:00,Threads,2024-11-20T09:56:57.530212,0,1
"Salah satu filosofi Chindo di Indonesia. Pendidikan dan kesehatan nomor satu.Banyak teman smp dan sma saya yang rumahnya sangat sederhana, ortu makan tahu tempe kerupuk, bajunya itu2 saja, kendaraan butut, di sisi lain anaknya dikuliahin S1 dan S2 di Amrik/Aussie.  Translate",cedefinomics,1,0,0,None,2024-11-19 19:04:56+00:00,Threads,2024-11-20T09:56:53.128790,1,2
"Dan inshaa Allah berkah ya. Cita2 yg dulunya sy anggap gak mungkin, alhamdulillah Allah mewujudkannya, jk kita mau luruskan niat, wlpun cuma anak seorg Guru, tp tekad belajar sjk kecil jd juara kelas, juara umum di sekolah, berjuang dan berusaha terus utk mdptkan pendidikan yg baik. Haii anak2 prmpuanku seIndonesia, jangan pernah patah smangat utk raih prestasi ya. Tingkatkan skill dan valuemu spy bs dptkn khdpn yg lbh layak drpd sekedar jd wanita LC.  Translate",dewiyuen,1,0,0,None,2024-11-19 17:13:26+00:00,Threads,2024-11-20T09:56:57.565677,0,0
"Pendidikan berarti mempengaruhi ya bu. Dalam bahasa indonesia apalagi dunia teater, kata capslock sering dipake buat menekanan sesuatu agar aktornya bisa paham sama text yang dibaca. Yaudah itu si masalah ibu yang ga nyambung sama utas saya. 💅  Translate",damlaelinnnn,0,0,0,None,2024-11-19 15:22:54+00:00,Threads,2024-11-20T09:56:57.862894,1,2
"Kalo pendidikan anak usia dini kayaknya gak ada yg komplen, karena emang anak2 di sini pada hepi main ke luar 🤓 Memang cocok banget sama negara mereka yang kanan kiri hutan & pegunungan. Cuma memang banyak anak gampang sakit (ya dimana2 juga gitu sih).“Di onoh” tuh maksudnya di Indonesia apa di luar, Kak? Walau disubsidi, tetap bayar mahal ya (kalo sekolahnya di Nordik)?  Translate",artochlingua,1,0,0,None,2024-11-19 14:59:10+00:00,Threads,2024-11-20T09:57:06.092512,0,2
"Pelaksanaan Pengabdian Masyarakat (PKM) Internasional STT Global Glow Indonesia di Kampung Bajau, Batangas, Philipina. Pendidikan dan Budaya menjadi agenda aktifitas bersama Masyarakat setempat.  Translate",maramisjiss,0,0,0,None,2024-11-19 14:36:14+00:00,Threads,2024-11-20T09:57:06.494970,0,1
"Kami butuh waktu paling cepat 3 tahun untuk lulus dan benar2 menjadi spesialis. Belum juga diuji oleh orthodontist2 senior dari semua universitas seIndonesia Raya. Jadi belajar ini bukan asal2an selain itu juga biaya pendidikan yang dikeluarkan tidaklah murah. Alat dan bahan pun juga tidak murah. Semua impor karena negara kita belum bisa membuat alat bahan yang kita butuhkan untuk praktek. Bisa dibayangkan ya, kerumitannya.  Translate",doktergigiparis,0,0,0,None,2024-11-19 14:23:26+00:00,Threads,2024-11-20T09:57:06.231037,0,2
Prabowo Ajak PM India Narendra Modi Kirim Ahli untuk Mengajar Pendidikan Kesehatan di Indonesia dlvr.it/TGGRJ…  Translate,aboutmalangcom,0,0,0,None,2024-11-19 14:18:46+00:00,Threads,2024-11-20T09:57:06.526152,0,1
Semoga ke depannya pendidikan di Indonesia lebih baik lagi dalam sisi kualitas  Translate,bunda_kiki.syakiroh,1,0,0,None,2024-11-19 14:07:54+00:00,Threads,2024-11-20T09:56:53.276443,0,0
"Emang agak sulit ya kita menerima kata2 *kalau miskin jgn punya anak* emang ini kurang bijak. Tapi menurut saya memiliki anak itu secara finansial harus MAMPU dan secara Mental jg harus siap. kenapa..? Karena di indonesia pendidikan itu tdk gratis, bantuan pd org miskin pun tdk merata. Boro2 buat nyekolahin anak, buat makan aja susah. Yg seperti ini akhirnya menjadi lingkaran setan, generasi berikutnya pun akhirnya terulang, karena minimnya pengetahuan, shg unt merubah nasib jg sulit.>>>  Translate",atikah_sabatini,4,0,0,None,2024-11-19 13:47:08+00:00,Threads,2024-11-20T09:56:53.063500,1,2
Makanya era Nadiem Makarim sebagai menteri pendidikan itu suatu kemerosotan pendidikan Indonesia ya... Sumpah sampe sekarang masih geram banget sama mas mentri satu itu  Translate,rizaldyerlangga,10,0,0,None,2024-11-19 13:39:22+00:00,Threads,2024-11-20T09:56:52.957481,0,2
"Tadi habis mendampingi murid muridku lomba di salah satu sekolah negeri. Setauku, bukan hanya di pesantren tapi di institusi pendidikan di Indonesia pasti ada himbauan “dilarang merokok di Lingkungan Sekolah” baik untuk guru maupun Murid. Jangankan tingkat SMP, bahkan tidak sedikit universitas di Indo pun melarang hal itu. Terlepas di sekolah yang aku kunjungi tadi diberlakukan aturan ini atau tidak. Sad banget tadi melihat banyak guru guru pendamping yang merokok di lingkungan sekolah :(  Translate",billanabiel,3,1,0,None,2024-11-19 13:30:37+00:00,Threads,2024-11-20T09:56:52.814366,1,2
"Baru ini tulisan bagus ttg pendidikan di Nordik. Ternyata kan ada sisi gelapnya. 
Sistem pendidikan Indonesia ya sesusikan dengan budaya Indonesia. Tidsk harus mengadopsi sistem dari negara lain yg ternyata hasilnya zonk.  Translate",budebinda,18,1,0,None,2024-11-19 12:56:03+00:00,Threads,2024-11-20T09:56:52.703149,1,2
"Sahabat duet dan kolaborasi dalam berdedikasi untuk dunia pendidikan Yose Rizal. Maju dan berkembang bersama.
#meta #reel #pendidikan #indonesia #fbpro  Translate",hariya_aldy,0,0,0,None,2024-11-19 12:55:35+00:00,Threads,2024-11-20T09:57:06.328658,0,0
"Hwaaaa terimakasih ka sudah memberikan pandangan lain ttg pendidikan finland ini, saya dulu sempet pengen pindah aja kesana supaya dapet pendidikan bagus ga sesetres kurikulum indonesia. Kasian anak2 tadinya😅  Translate",walldecor_cantik,0,0,0,None,2024-11-19 12:42:30+00:00,Threads,2024-11-20T09:56:58.241368,1,2
"Bener bngt ini tu sistem pendidikan kyk gini ga cocok di Indonesia, contohnya adekku sndiri, hasil kurikulum merdeka, ga ada ranking, ga dituntut nilai hrs bagus ttp naik kelas, bljr mandiri, zonk bngt hasilnya, malesss, hidup kyk ga ada semangat juang nya, smpe sekeluarga pusing mikirin ini anak mau jadi apa, nanti dimasa depan klo dia ga bisa bersaing didunia kerja gimana, bnr2 ga ada gregetnya kepingin bisa ini itu  Translate",tifahryn_,80,1,0,None,2024-11-19 12:28:19+00:00,Threads,2024-11-20T09:56:52.665278,3,2
"Akhirnya ada yang bahas ini.... Kemarin sempat liat utas Mba yg bilang orang2 di Norwegia slow & the power of ordal itu berlaku disana. Ingin rasanya berkomentar, tapi ah sudahlah kan saya belum pernah tinggal disana, hanya mendengar cerita dari teman & kerabat. Kali ini saya gatel mau komen bahwa memang sepertinya pendidikan di negara2 Nordik itu gak cocok dgn culture dan tipikal anak2 di Indonesia setelah sering mendengarkan cerita teman yg perlahan mulai khawatir dengan perkembangan anak2nya  Translate",sweetzazzi,12,0,0,None,2024-11-19 12:17:55+00:00,Threads,2024-11-20T09:56:52.994144,1,2
"Orang Indonesia itu over soal status pendidikan, bukan soal attitude..hehe  Translate",mark.sheva017,4,0,0,None,2024-11-19 11:44:45+00:00,Threads,2024-11-20T09:56:57.964566,0,2
"Menteri Pendidikan Dasar dan Menengah Abdul Mu'ti mengungkapkan permasalahan distribusi guru yang menyebabkan adanya fenomena sekolah kekurangan dan kelebihan guru.Selengkap nya, dilink: fin.co.id/2024…  Translate",setia.news,1,0,0,None,2024-11-19 11:43:47+00:00,Threads,2024-11-20T09:57:06.295870,0,1
"Setelah di Thread rutin bbrp minggu jd ngerti knp org Indonesia yg kualitasnya sebenernya gak kalah dgn org Philipines susah bersaing dgn mrk di lahan dunia pendidikan. Diliat dr mindset-nya aja yg muda2 byk disini mikirnya jd guru dr 1 pintu guru PNS; disana nggak, msk ke sekolah2 bagus negeri/swasta sebentar, punya pengalaman nendang ke LN, upgrade ilmu deh. Disini? Byk bgt begitu udah PNS ya udah stagnan pun dijalanin😳 Sementara saya yg umur segini aja msh semangat kalau bs lihat dunia luar.  Translate",endang_creart,6,0,0,None,2024-11-19 11:04:58+00:00,Threads,2024-11-20T09:56:53.312992,2,2
"Belakangan ini sering muncul threads tentang dunia pendidikan di Indonesia. Termasuk kualitas sekolah"" yang ada.Walaupun belum punya anak, tapi jadi ikut mikir. Ya Allah, di mana ya besok aku sekolahkan anakku?Mudah""an selalu diberikan rezeki yg banyak & barokah sehingga bisa nyekolahin anak di sekolah yg baik menurut kami orang tuanya. Mengingat saya sendiri orangnya perfeksionis banget perihal pendidikan, khususnya dasar dan menengah. Haha.Seru juga menyelami dunia pendidikan jaman now.  Translate",firzagram,1,0,0,None,2024-11-19 10:57:55+00:00,Threads,2024-11-20T09:56:57.635961,1,0
"Zuckerberg, Gates, Bezos, Buffet dari wealthy family😄. Harvard itu juga kampus swasta yang tuition fee-nya buat WN Amrik pun mahal. Jadi jgn liat drop-outnya aja, banyak billionaire memang sudah berada di lingkungan keluarga dan pendidikan yang mumpuni, elevating their life to another level. 
Di Indonesia juga ttp ada kok cerita inspirasi yang memang mulai dari nol bahkan minus.  Translate",venetiahaneda,8,0,0,None,2024-11-19 10:56:02+00:00,Threads,2024-11-20T09:56:57.598437,0,0
"Hal ini juga berhubungan dengan parenting dan sistem pendidikan mereka yang gak menuntut banyak hal ke anak. Apalagi kalo masuk 16 tahun, anak merasa udah gede dalam menentukan keputusan sendiri tanpa ikut campur yang besar dari ortu.Dari situ, saya mikir kalo parenting ala Asia yang keras dan nuntut anak untuk berprestasi serta sukses, imbasnya jadi bekal si anak lebih kompetitif di masa depan. Di Indonesia dropout SMA perkara “males doang” langsung bisa kena pecut mamak bapak 🫠  Translate",artochlingua,266,9,0,None,2024-11-19 10:48:56+00:00,Threads,2024-11-20T09:56:52.740633,6,0
"Karna pendidikan, terutama math di Indonesia itu masih njomplang antar daerah.. Jd ada yg tinggi ya tinggi banget, yg rendah ya rendah banget.. Macem operasi math sederhana spt perkalian n pembagian aja ternyta bnyk di bbrp daerah yg siswa2nya belum  menguasai di level SMA.. Ketersediaan guru jg ga memadai di bbrp daerah, kualitasnya apalagi (pada ga mau jd guru krn gajinya kecil)..  Translate",yuniwidjiastuti,1,0,0,None,2024-11-19 10:15:01+00:00,Threads,2024-11-20T09:56:57.829267,0,2
karena di Indonesia kualitas pendidikan tidak merata  Translate,viasthy,1,0,0,None,2024-11-19 09:35:56+00:00,Threads,2024-11-20T09:56:57.795576,0,2
"widifajar 17h17 hours ago Dies Natalis 22th UTY #pendidikan #yogyakarta #indonesia Sorry, we're having trouble playing this video. 2",widifajar,2,0,0,None,2024-11-19 09:00:09+00:00,Threads,2024-11-20T09:56:58.061527,0,1
"Jepang dan Korea juga berinvestasi besar-besaran dalam pendidikan pelatih sepak bola.Mereka memastikan banyak pelatih memiliki lisensi dan juga pengetahuan terkini, termasuk sports psychology dan sports science, untuk dapat mendidik pemain dengan baik.Indonesia juga memiliki pelatih berbakat, tetapi akses pelatihan dan sertifikasi untuk mendapatkan lisensi kepelatihan belum merata.Akibatnya, tidak semua talenta muda kita mendapatkan program pelatihan yang optimal sejak usia dini.  Translate",haryou,14,0,0,None,2024-11-19 08:27:49+00:00,Threads,2024-11-20T09:56:52.886877,1,2
"Laah emang pak, pendidikan di Indonesia ga mengajarkan berpikir kritis. Isinya malah disuruh ngapalin rumus, emg kocak sih.Saya dari kecil pikirannya udh kritis malah terasa dipenjara sama sistem Indonesia 🤣🤣Intinya sistem Indonesia bikin orang males mikir  Translate",farhangalantino,9,0,0,None,2024-11-19 08:19:04+00:00,Threads,2024-11-20T09:56:57.999068,0,2
Apa ada juga yang merasa bahwa banyak guru di Indonesia yang nganggap remeh teori pendidikan?  Translate,madan1001,10,0,0,None,2024-11-19 07:22:21+00:00,Threads,2024-11-20T09:56:52.778419,34,2
"Menyambut Penerimaan Mahasiswa Baru Universitas Kebangsaan Republik Indonesia Tahun Akademik Tahun 2025/2026, Universitas Kebangsaan Republik Indonesia berpartisipasi dalam kegiatan Edu Fair SMA Negei 2 Bandung, dalam menjawab para siswa untuk melanjutkan pendidikan jenjang Perguruan Tinggi.Terimakasih smandabandung#ukri #theuniversityoffutureleaders #belajaruntukberbakti #raihilmuuntukbangsa #ukriuntukindonesia #produktif #universitas #kampusmerdeka #bandung  Translate",pmbukri,0,0,0,None,2024-11-19 06:54:56+00:00,Threads,2024-11-20T09:57:06.459254,0,0
"Alhamdulillah, tabarakallah. Semoga menjadi penyemangat untuk berbuat lebih baik untuk pendidikan anak Indonesia #akreditasi #sekolahpenggerak #tkalazharsyifabudisurabaya #alazharsyifabudisurabaya  Translate",bun_why,0,0,0,None,2024-11-19 06:23:17+00:00,Threads,2024-11-20T09:57:06.394806,0,0
"Presiden Prabowo Subianto menyampaikan keinginannya untuk meningkatkan kerja sama dengan India di bidang kesehatan dan pendidikan kesehatan.Prabowo pun mengajak India mengirim profesor dan gurunya untuk mengajar di Indonesia.Hal tersebut Prabowo sampaikan saat melakukan pertemuan bilateral dengan Perdana Menteri (PM) India Narendra Modi di sela KTT G20 yang berlangsung di Museum of Modern Art (MAM), Rio de Janeiro, Brasil, Senin (18/11/2024).  Translate",prabowo_id_,83,1,0,None,2024-11-19 06:13:15+00:00,Threads,2024-11-20T09:56:53.203842,8,1
"Ini menurut sekelibat pengamatan amatir saya ya bro. Indonesia termasuk salah satu penduduk terbanyak di dunia seharusnya negara kita kuat di sumber daya sehingga bisa menarik uang masuk dari asing untuk berputar di negara ini, saingan dengan China. Masalahnya pejabat pemerintah kita yang ga mendukung akses pendidikan masih susah dan biaya pendidikan masih mahal kualitas pendidikannya jangan ditanya lagi. Investor pun takut berinvestasi di negara kita karena begitu banyak preman minta bagian.  Translate",tedyadiputra,2,0,0,None,2024-11-19 06:11:11+00:00,Threads,2024-11-20T09:56:57.897152,1,2
"Norwegia belajarnya step by step. Sederhana dan mudah dipahami.
Indonesia pelajarannya terlalu sulit shg tak dipahami murid, guru, dan orang tua.
Yg bikin kurikulum model Gibran yg tak pernah jadi guru dan bukan ahli pendidikan  Translate",agusnizami,1,0,0,None,2024-11-19 05:59:34+00:00,Threads,2024-11-20T09:57:06.362308,0,2
"Pergantian pemerintahan sering kali membawa perubahan kebijakan, namun Program MBKM tetap dipertahankan dan ditingkatkan. Dengan tujuan utama mengembangkan keterampilan berpikir kritis dan menyesuaikan pendidikan tinggi dengan kebutuhan pasar kerja di tahun 2030. MBKM terus menjadi sorotan, lantas apakah Program MBKM sudah menjadi solusi yang tepat di dalam dunia pendidikan Indonesia?  Translate",suaramahasiswadotinfo,0,0,0,None,2024-11-19 04:42:26+00:00,Threads,2024-11-20T09:56:58.207999,1,0
"Sd al ihsan islamic school , cisaranteun arcamanik,  sekolah islam  dengan bahasa bilingual (inggris dan indonesia)  kurikulum diknas dan singapur, biayanya sangat affordable dengan kualitas pendidikan,, alhamdulillah anak saya sekolah disana, disiplin  dan sisi akademik  pengetahuan teknologinya jauh dibanding dengan teman2 nya yg setara dikomplek rumah saya  Translate",esti.wisnubrata,1,0,0,None,2024-11-19 04:33:44+00:00,Threads,2024-11-20T09:57:06.199339,1,0
"Pada dasarnya, aku adalah orang yang sering merasa  terganggu dengan perlakuan/ kehidupan anak Indonesia yang semakin memprihatinkan.Karena itulah, aku langsung menanggapi dengan antusias ajakannya untuk berdonasi membantu anak-anak Indonesia yang saat ini sangat membutuhkan layanan kesehatan dan pendidikan yang memadai.  Translate",margaretaelisse,0,0,0,None,2024-11-19 03:47:27+00:00,Threads,2024-11-20T09:57:06.262855,1,0
Pecat guru yg tidak bisa mendidik parahnya pendidikan di Indonesia guru bisa bebas bermain hp saat jm mengajar  Translate,berthawatie,9,0,0,None,2024-11-19 03:38:15+00:00,Threads,2024-11-20T09:56:53.241421,1,2
Proud Moment.. As I watch my daughter being a center of attraction bcoz of her achievement as Puteri Anak Indonesia Pendidikan 2024. puterianakindonesia,cindysat,7,0,0,None,2024-11-19 03:37:28+00:00,Threads,2024-11-20T09:56:52.850405,0,1
"Rencana pelajaran coding untuk siswa SD dan SMP tengah digodok. Program ini diharapkan mendukung visi ""Indonesia Emas"" dan digitalisasi pendidikan. teknologi.id/educa…  Translate",teknologi_id,0,0,0,None,2024-11-19 03:24:21+00:00,Threads,2024-11-20T09:57:06.614863,0,1
"Been there for
Workshop Pendidikan “Peran Pendidikan Dalam Penyiapan SDM Unggul Indonesia Emas 2045”
At @favehotelcimanukgarut 
Terima kasih pula untuk Bapak H. ferdiansyahgolkar ✨🙏🏻  Translate",gillydoming,1,0,0,None,2024-11-19 03:10:43+00:00,Threads,2024-11-20T09:57:06.428386,0,1
